x,y,z,Person,bvp,eda,temp,Label
-62.125,-2.375,18.75,S34,-20.500625,0.312645,34.63,Stress
-62.0,-2.375,18.875,S34,19.793125,0.312645,34.63,Stress
-62.125,-2.375,18.75,S34,8.758125,0.312645,34.65,Stress
-62.0,-2.25,18.875,S34,-17.924375,0.312645,34.65,Stress
-62.0,-2.125,19.0,S34,15.1675,0.311363,34.65,Stress
-62.25,-2.25,18.875,S34,-1.713125,0.312645,34.65,Stress
-62.375,-2.5,19.0,S34,-14.650625,0.311363,34.63,Stress
-62.125,-2.5,19.0,S34,12.0875,0.311363,34.63,Stress
-62.125,-2.625,18.875,S34,-11.95125,0.311363,34.63,Stress
-61.875,-2.625,19.125,S34,1.045,0.312645,34.63,Stress
-62.125,-2.5,19.25,S34,10.529375,0.312645,34.65,Stress
-62.0,-2.625,19.0,S34,-21.570625,0.312645,34.65,Stress
-62.0,-2.5,19.0,S34,13.596875,0.311363,34.65,Stress
-62.0,-2.375,19.0,S34,6.738125,0.311363,34.65,Stress
-62.0,-2.25,19.0,S34,-18.714375,0.311363,34.63,Stress
-62.0,-2.25,18.875,S34,18.13875,0.308801,34.63,Stress
-62.0,-2.25,19.0,S34,2.90875,0.312645,34.63,Stress
-62.25,-2.375,19.0,S34,-15.639375,0.310082,34.63,Stress
-62.0,-2.5,19.125,S34,18.9775,0.312645,34.68,Stress
-61.875,-2.625,19.125,S34,-2.586875,0.310082,34.68,Stress
-62.0,-2.5,19.375,S34,-9.2025,0.312645,34.68,Stress
-62.0,-2.5,19.0,S34,10.5375,0.311363,34.68,Stress
-62.0,-2.5,19.25,S34,-16.66375,0.311363,34.65,Stress
-61.375,-2.875,20.25,S34,-0.0937500000000002,0.311363,34.65,Stress
-61.75,-2.5,19.875,S34,12.2375,0.311363,34.65,Stress
-62.0,-2.75,20.0,S34,-22.8475,0.311363,34.65,Stress
-62.0,-2.5,19.125,S34,12.613125,0.311363,34.65,Stress
-62.0,-2.375,19.125,S34,10.505625,0.311363,34.65,Stress
-62.0,-2.25,19.25,S34,-24.969375,0.310082,34.65,Stress
-62.0,-2.75,19.375,S34,25.156875,0.311363,34.65,Stress
-62.0,-2.875,19.625,S34,11.950625,0.310082,34.65,Stress
-62.625,-2.5,18.875,S34,-21.95875,0.311363,34.65,Stress
-60.25,-5.125,24.375,S34,16.55,0.310082,34.65,Stress
-56.375,-11.75,26.875,S34,-0.1718749999999999,0.310082,34.65,Stress
-56.625,-10.0,29.75,S34,-21.98125,0.311363,34.65,Stress
-58.0,-8.25,27.75,S34,17.495625,0.310082,34.65,Stress
-59.875,-6.875,25.5,S34,-1.77875,0.310082,34.65,Stress
-59.375,-6.25,26.125,S34,-21.3125,0.308801,34.65,Stress
-59.0,-6.875,26.125,S34,27.433125,0.308801,34.63,Stress
-59.0,-6.75,26.125,S34,7.876250000000001,0.308801,34.63,Stress
-59.25,-6.25,25.875,S34,-22.974375,0.307519,34.63,Stress
-59.25,-7.5,26.0,S34,13.67375,0.307519,34.63,Stress
-56.375,-9.5,35.375,S34,-1.30875,0.307519,34.63,Stress
-29.875,-8.5,51.5,S34,-11.264375,0.308801,34.63,Stress
-28.0,1.875,58.0,S34,13.624375,0.307519,34.63,Stress
-18.5,-6.25,61.875,S34,-8.954375,0.308801,34.63,Stress
-11.625,-3.25,62.375,S34,-20.340625,0.307519,34.65,Stress
-14.75,2.0,62.375,S34,15.865,0.308801,34.65,Stress
-17.75,0.25,61.75,S34,-4.61375,0.307519,34.65,Stress
-16.125,-0.875,61.875,S34,41.4975,0.311363,34.65,Stress
-16.375,-1.5,61.875,S34,57.055625,0.311363,34.63,Stress
-16.875,-1.875,62.0,S34,-25.63625,0.310082,34.63,Stress
-17.375,-2.0,61.625,S34,-102.741875,0.307519,34.63,Stress
-18.5,-2.75,61.25,S34,8.84625,0.308801,34.63,Stress
-18.375,-3.75,61.125,S34,12.921875,0.308801,34.65,Stress
-19.0,-4.0,61.0,S34,2.18,0.310082,34.65,Stress
-18.875,-3.875,61.125,S34,9.7475,0.311363,34.65,Stress
-18.75,-4.25,61.0,S34,-14.938125,0.311363,34.65,Stress
-19.125,-4.375,61.0,S34,-1.925,0.311363,34.65,Stress
-19.875,-4.375,61.0,S34,10.598125,0.311363,34.65,Stress
-19.875,-5.0,61.0,S34,-20.6925,0.311363,34.65,Stress
-19.75,-4.5,61.0,S34,9.69625,0.310082,34.65,Stress
-19.875,-4.625,61.0,S34,12.510625,0.312645,34.65,Stress
-20.25,-4.625,60.75,S34,-17.771875,0.312645,34.65,Stress
-20.375,-4.875,60.625,S34,22.685,0.311363,34.65,Stress
-20.125,-4.625,60.75,S34,13.5225,0.311363,34.65,Stress
-20.625,-4.875,60.375,S34,-20.50875,0.313926,34.65,Stress
-20.625,-4.625,60.375,S34,17.604375,0.312645,34.65,Stress
-20.875,-4.75,60.75,S34,-0.329375,0.312645,34.65,Stress
-20.625,-5.0,60.25,S34,-15.234375,0.311363,34.65,Stress
-21.0,-4.75,60.375,S34,14.69375,0.311363,34.65,Stress
-21.75,-3.0,60.125,S34,-11.1325,0.312645,34.65,Stress
-13.0,-2.875,62.875,S34,-3.3356250000000003,0.312645,34.65,Stress
-15.75,-6.875,57.75,S34,19.40375,0.312645,34.65,Stress
-19.0,-5.0,61.0,S34,-11.64125,0.312645,34.66,Stress
-19.0,-5.0,61.0,S34,12.370625,0.312645,34.66,Stress
-19.0,-5.0,61.0,S34,17.44,0.312645,34.66,Stress
-19.125,-5.0,61.0,S34,47.526875,0.315207,34.66,Stress
-19.0,-5.0,61.0,S34,-37.9275,0.315207,34.68,Stress
-19.375,-5.0,61.0,S34,-40.135,0.313926,34.68,Stress
-19.625,-5.0,61.0,S34,-34.42,0.313926,34.68,Stress
-19.75,-5.0,61.0,S34,1.7675000000000003,0.312645,34.68,Stress
-19.5,-5.0,61.0,S34,14.865,0.312645,34.66,Stress
-19.5,-5.0,61.0,S34,-20.34625,0.312645,34.66,Stress
-19.625,-5.0,61.0,S34,2.9981250000000004,0.312645,34.66,Stress
-19.625,-5.0,61.0,S34,16.9075,0.313926,34.66,Stress
-19.875,-5.0,61.0,S34,-24.456875,0.315207,34.66,Stress
-19.5,-5.0,61.0,S34,9.669375,0.312645,34.66,Stress
-19.625,-5.0,61.0,S34,19.4875,0.313926,34.66,Stress
-19.75,-5.25,60.875,S34,-29.83625,0.315207,34.66,Stress
-19.875,-5.125,60.75,S34,17.96625,0.312645,34.65,Stress
-20.0,-5.25,60.75,S34,24.45375,0.312645,34.65,Stress
-20.0,-5.0,60.875,S34,-26.786875,0.312645,34.65,Stress
-20.0,-5.0,61.0,S34,25.11375,0.312645,34.65,Stress
