x,y,z,Person,bvp,eda,temp,Label
-26.875,-3.5,58.75,S30,-7.24125,0.489616,31.11,Stress
-27.0,-3.25,58.75,S30,5.063125,0.489616,31.11,Stress
-27.0,-3.25,58.875,S30,-4.06125,0.488334,31.09,Stress
-26.875,-3.25,58.875,S30,1.969375,0.488334,31.09,Stress
-26.875,-3.875,59.0,S30,15.178125,0.487052,31.09,Stress
-27.0,-4.0,59.0,S30,-6.18,0.487052,31.09,Stress
-27.0,-4.0,59.0,S30,5.4175,0.487052,31.09,Stress
-26.875,-4.0,59.0,S30,7.589375,0.487052,31.09,Stress
-26.75,-4.0,59.0,S30,-8.166875000000001,0.485771,31.09,Stress
-26.75,-3.625,59.0,S30,-6.471875,0.484489,31.09,Stress
-26.75,-3.75,59.125,S30,7.945625,0.485771,31.07,Stress
-26.5,-3.625,58.875,S30,-5.649375,0.485771,31.07,Stress
-26.375,-3.625,59.0,S30,-3.531875,0.485771,31.07,Stress
-26.625,-3.75,59.0,S30,12.92375,0.487052,31.07,Stress
-26.75,-4.0,59.0,S30,-2.575,0.485771,31.09,Stress
-26.375,-3.875,59.0,S30,-1.2887499999999998,0.484489,31.09,Stress
-26.75,-3.875,59.0,S30,-0.0318749999999998,0.484489,31.09,Stress
-26.625,-3.5,59.0,S30,-8.5225,0.483207,31.09,Stress
-26.5,-3.125,59.0,S30,1.93875,0.484489,31.09,Stress
-26.5,-3.0,59.0,S30,6.409375,0.483207,31.09,Stress
-26.125,-1.75,58.875,S30,-11.5575,0.481926,31.09,Stress
-26.375,-1.125,59.0,S30,2.3375,0.490898,31.09,Stress
-26.5,-1.0,59.0,S30,4.694375,0.481926,31.11,Stress
-26.25,-1.25,59.0,S30,-10.806875,0.481926,31.11,Stress
-26.75,0.875,59.0,S30,4.64125,0.483207,31.11,Stress
-27.125,3.5,59.0,S30,-6.92,0.485771,31.11,Stress
-27.625,4.75,58.625,S30,-16.580625,0.481926,31.09,Stress
-27.875,5.125,58.375,S30,12.08375,0.490898,31.09,Stress
-30.25,3.875,56.75,S30,-4.190625,0.481926,31.09,Stress
-30.125,3.875,57.5,S30,-12.748125,0.481926,31.09,Stress
-30.0,2.375,57.625,S30,-48.82,0.483207,31.07,Stress
-30.25,-0.375,56.75,S30,-39.448125,0.485771,31.07,Stress
-30.875,-4.875,56.875,S30,-15.55875,0.484489,31.07,Stress
-30.5,-8.0,56.875,S30,12.91125,0.484489,31.07,Stress
-30.0,-8.875,57.0,S30,65.191875,0.487052,31.09,Stress
-29.875,-8.125,57.0,S30,164.501875,0.488334,31.09,Stress
-30.0,-7.625,57.0,S30,36.706875,0.488334,31.09,Stress
-29.375,-6.875,57.25,S30,0.4506249999999996,0.487052,31.09,Stress
-28.875,-7.125,57.375,S30,-30.66125,0.488334,31.07,Stress
-29.0,-6.625,57.625,S30,-45.233125,0.497306,31.07,Stress
-29.0,-6.125,58.0,S30,-48.6775,0.503715,31.07,Stress
-29.0,-6.0,58.0,S30,8.989374999999999,0.502433,31.07,Stress
-29.0,-6.0,58.0,S30,8.0275,0.503715,31.09,Stress
-29.0,-6.0,58.0,S30,20.081875,0.503715,31.09,Stress
-29.0,-6.0,58.0,S30,18.769375,0.501151,31.09,Stress
-29.125,-6.125,57.875,S30,-48.8675,0.49987,31.09,Stress
-29.125,-6.125,58.0,S30,-30.585,0.504996,31.05,Stress
-29.0,-6.0,57.875,S30,-5.496875,0.503715,31.05,Stress
-29.0,-5.875,58.0,S30,-3.32125,0.503715,31.05,Stress
-29.0,-5.75,58.0,S30,19.676875,0.503715,31.05,Stress
-29.0,-5.625,58.0,S30,-6.6450000000000005,0.504996,31.07,Stress
-29.0,-5.625,58.0,S30,-0.0443750000000002,0.504996,31.07,Stress
-29.0,-5.75,58.0,S30,13.3475,0.506278,31.07,Stress
-28.875,-5.625,58.0,S30,-15.559375,0.506278,31.07,Stress
-28.75,-5.25,57.875,S30,16.355625,0.504996,31.07,Stress
-29.0,-5.125,57.875,S30,3.851875,0.504996,31.07,Stress
-29.0,-5.25,58.0,S30,-18.270625,0.503715,31.07,Stress
-29.0,-5.125,58.0,S30,16.04125,0.503715,31.07,Stress
-29.0,-5.375,58.0,S30,-4.76125,0.502433,31.09,Stress
-29.0,-5.375,58.0,S30,-10.215,0.498588,31.09,Stress
-29.0,-5.125,58.0,S30,19.5525,0.498588,31.09,Stress
-29.0,-5.0,58.0,S30,-3.735,0.502433,31.09,Stress
-29.0,-5.125,58.0,S30,-13.364375,0.506278,31.07,Stress
-28.125,-5.0,58.375,S30,13.465,0.502433,31.07,Stress
-28.625,-5.125,58.0,S30,-12.38125,0.49987,31.07,Stress
-28.875,-5.0,58.0,S30,8.80625,0.501151,31.07,Stress
-28.875,-5.0,58.0,S30,13.460625,0.501151,31.09,Stress
-28.875,-5.0,58.0,S30,-19.085,0.501151,31.09,Stress
-27.75,-5.0,58.5,S30,21.34125,0.501151,31.09,Stress
-27.875,-4.75,58.125,S30,21.710625,0.498588,31.09,Stress
-28.0,-5.0,58.0,S30,-45.845625,0.497306,31.09,Stress
