x,y,z,Person,bvp,eda,temp,Label
-29.875,-6.5,57.125,S12,15.37375,2.908267,34.07,Stress
-30.0,-6.5,57.25,S12,-4.745,2.894168,34.07,Stress
-29.875,-6.75,57.25,S12,-17.8125,2.878788,34.05,Stress
-29.625,-6.875,57.25,S12,11.801875,2.86597,34.05,Stress
-30.0,-6.75,57.5,S12,8.325625,2.867252,34.05,Stress
-29.75,-6.5,57.25,S12,-17.615625,2.869816,34.05,Stress
-29.75,-6.5,57.25,S12,0.8206250000000002,2.881351,34.03,Stress
-29.875,-6.375,57.375,S12,16.433125,2.885196,34.03,Stress
-29.75,-6.5,57.25,S12,-0.665625,2.901859,34.03,Stress
-29.875,-6.375,57.125,S12,-22.221875,2.936465,34.03,Stress
-30.0,-6.125,57.0,S12,9.758125,2.955691,34.03,Stress
-30.0,-6.75,57.0,S12,15.185625,2.954409,34.03,Stress
-29.875,-6.75,57.0,S12,-4.9,2.965944,34.03,Stress
-29.75,-6.75,57.375,S12,-18.916875,2.955691,34.03,Stress
-30.25,-6.375,57.125,S12,12.190625,2.93262,34.05,Stress
-30.25,-6.625,57.0,S12,10.08125,2.915957,34.05,Stress
-30.125,-6.375,57.0,S12,-11.125625,2.912112,34.05,Stress
-30.5,-6.25,57.0,S12,-12.22,2.889041,34.05,Stress
-30.0,-6.25,57.125,S12,11.639375,2.872379,34.0,Stress
-30.375,-6.375,57.0,S12,2.61875,2.859562,34.0,Stress
-30.25,-6.5,57.0,S12,-22.564375,2.854435,34.0,Stress
-30.0,-6.625,56.875,S12,-11.628125,2.848026,34.0,Stress
-30.25,-6.25,57.0,S12,12.260625,2.840336,34.0,Stress
-30.25,-6.125,57.0,S12,12.77875,2.831364,34.0,Stress
-30.25,-6.125,57.0,S12,-3.5925,2.830082,34.0,Stress
-30.125,-6.5,57.0,S12,8.1975,2.819829,34.0,Stress
-30.125,-6.375,57.0,S12,7.82,2.824955,33.99,Stress
-30.25,-6.125,57.0,S12,-14.95,2.815984,33.99,Stress
-30.125,-6.625,57.125,S12,-1.698125,2.809575,33.99,Stress
-30.125,-6.5,57.0,S12,15.85125,2.801885,33.99,Stress
-30.375,-6.25,57.0,S12,1.334375,2.794194,33.99,Stress
-30.125,-6.375,57.0,S12,-18.20875,2.791631,33.99,Stress
-30.25,-6.625,57.0,S12,9.21625,2.789068,33.99,Stress
-29.875,-6.5,57.125,S12,8.625625,2.785222,33.99,Stress
-30.125,-6.125,57.125,S12,-14.9925,2.785222,33.97,Stress
-29.875,-6.25,57.0,S12,-8.193125,2.786504,33.97,Stress
-30.25,-6.75,57.0,S12,18.411875,2.808293,33.97,Stress
-30.125,-6.375,57.25,S12,3.49875,2.81342,33.97,Stress
-30.25,-6.625,57.0,S12,-16.779375,2.798039,33.95,Stress
-30.125,-6.125,57.0,S12,15.443125,2.791631,33.95,Stress
-30.625,-6.125,57.0,S12,8.30125,2.781377,33.95,Stress
-30.375,-6.125,57.0,S12,-10.37375,2.777532,33.95,Stress
-30.125,-6.125,57.0,S12,-11.39875,2.769842,33.93,Stress
-30.375,-6.375,57.0,S12,13.234375,2.758306,33.93,Stress
-30.125,-6.625,57.0,S12,4.753125,2.749334,33.93,Stress
-30.125,-6.25,56.875,S12,-14.350625,2.748052,33.93,Stress
-30.0,-6.25,57.125,S12,-5.716875,2.751898,33.93,Stress
-29.5,-6.125,57.0,S12,7.028125,2.798039,33.93,Stress
-36.875,-4.75,53.875,S12,-5.050625,2.837773,33.93,Stress
-33.5,-5.5,54.75,S12,-8.179375,2.854435,33.93,Stress
-35.0,-6.0,54.75,S12,8.631874999999999,2.94031,33.91,Stress
-33.625,-5.625,55.125,S12,-3.1675,2.991579,33.91,Stress
-31.75,-7.25,55.875,S12,-19.96875,3.041566,33.91,Stress
-33.375,-6.25,55.375,S12,34.7375,3.063355,33.91,Stress
-33.875,-6.0,55.125,S12,-9.0,3.040284,33.89,Stress
-35.375,-6.375,54.125,S12,-50.61125,3.017213,33.89,Stress
