x,y,z,Person,bvp,eda,temp,Label
-45.125,-13.0,-43.0,S02,1.121875,0.315493,35.87,Stress
-45.125,-13.0,-43.125,S02,-14.2075,0.318056,35.87,Stress
-45.0,-13.0,-43.125,S02,9.234375,0.314212,35.89,Stress
-45.5,-13.0,-43.0,S02,-11.97125,0.315493,35.89,Stress
-45.75,-13.0,-42.875,S02,-22.096875,0.315493,35.89,Stress
-45.625,-13.0,-43.125,S02,21.57625,0.315493,35.89,Stress
-45.375,-13.0,-43.125,S02,25.051875,0.316775,35.87,Stress
-41.625,-13.125,-47.25,S02,-15.605,0.319338,35.87,Stress
-40.875,-13.125,-48.125,S02,-9.39,0.314212,35.87,Stress
-46.25,-13.0,-41.625,S02,26.01875,0.319338,35.87,Stress
-47.875,-13.125,-40.5,S02,-17.659375,0.318056,35.84,Stress
-47.375,-13.5,-41.0,S02,-6.350625,0.316775,35.84,Stress
-47.125,-13.375,-41.25,S02,31.075,0.316775,35.84,Stress
-46.875,-13.625,-41.625,S02,-33.06,0.318056,35.84,Stress
-47.0,-13.875,-41.375,S02,-53.86625,0.318056,35.84,Stress
-46.625,-13.625,-41.75,S02,28.826875,0.318056,35.84,Stress
-43.5,-13.25,-45.375,S02,44.168125,0.316775,35.84,Stress
-44.375,-13.375,-44.125,S02,-10.31375,0.316775,35.84,Stress
-44.5,-13.375,-44.5,S02,19.335625,0.320619,35.84,Stress
-47.125,-13.5,-41.125,S02,10.164375,0.319338,35.84,Stress
-49.375,-12.0,-38.625,S02,-21.509375,0.319338,35.84,Stress
-48.125,-12.75,-41.125,S02,41.384375,0.320619,35.84,Stress
-48.0,-12.75,-40.625,S02,-22.70875,0.320619,35.84,Stress
-48.0,-13.125,-40.25,S02,-48.7275,0.320619,35.84,Stress
-45.75,-12.75,-43.0,S02,4.06375,0.3219,35.84,Stress
-43.625,-13.5,-44.75,S02,64.21125,0.323182,35.84,Stress
-44.125,-13.75,-44.125,S02,19.299375,0.319338,35.84,Stress
-44.875,-14.0,-43.0,S02,-50.693125,0.323182,35.84,Stress
-46.125,-13.875,-42.0,S02,-58.4275,0.319338,35.84,Stress
-44.5,-14.5,-43.75,S02,-29.745,0.320619,35.84,Stress
-44.875,-14.625,-42.625,S02,14.92125,0.319338,35.84,Stress
-45.375,-14.375,-43.375,S02,-11.4225,0.325745,35.84,Stress
-47.5,-13.5,-41.0,S02,22.678125,0.325745,35.84,Stress
-48.875,-13.375,-40.125,S02,15.14875,0.325745,35.84,Stress
-49.375,-14.5,-38.125,S02,56.82,0.306524,35.81,Stress
-53.375,-14.625,-33.625,S02,35.77875,0.279614,35.81,Stress
-59.625,-16.625,-26.75,S02,-14.875625,0.327026,35.81,Stress
-53.75,-18.5,-9.375,S02,65.201875,0.3219,35.81,Stress
-59.0,-14.875,-27.875,S02,-40.258125,0.323182,35.81,Stress
-50.875,-15.5,-38.875,S02,-162.975625,0.325745,35.81,Stress
-53.375,-17.0,-35.875,S02,7.1725,0.327026,35.81,Stress
-57.875,-22.375,-24.625,S02,100.784375,0.325745,35.81,Stress
-48.5,-30.625,8.25,S02,-50.3575,0.327026,35.83,Stress
