x,y,z,Person,bvp,eda,temp,Label
-19.5,-13.375,57.25,S23,53.203125,0.117882,30.65,Stress
-20.75,-13.75,60.625,S23,0.6331249999999997,0.117882,30.65,Stress
-22.875,-13.125,58.5,S23,10.98875,0.117882,30.63,Stress
-22.125,-12.375,58.875,S23,79.40125,0.116601,30.63,Stress
-22.25,-12.25,58.75,S23,61.01375,0.117882,30.63,Stress
-22.375,-12.5,58.875,S23,-31.538125,0.116601,30.63,Stress
-21.75,-12.375,58.875,S23,-106.61,0.116601,30.67,Stress
-23.0,-12.125,58.375,S23,-52.820625,0.116601,30.67,Stress
-36.75,-14.5,49.625,S23,4.445,0.116601,30.67,Stress
-35.375,-13.5,52.0,S23,57.92875,0.11532,30.67,Stress
-35.25,-14.125,52.125,S23,25.7525,0.116601,30.67,Stress
-34.75,-14.875,52.0,S23,5.7675,0.116601,30.67,Stress
-34.375,-14.75,52.0,S23,-12.633125,0.116601,30.67,Stress
-32.375,-13.5,53.5,S23,-26.91125,0.116601,30.67,Stress
-27.375,-12.0,56.5,S23,22.376875,0.116601,30.67,Stress
-26.625,-12.0,57.25,S23,21.69,0.117882,30.67,Stress
-27.25,-11.75,56.625,S23,7.5975,0.116601,30.67,Stress
-27.875,-11.375,56.5,S23,42.883125,0.116601,30.67,Stress
-28.125,-11.375,56.5,S23,36.65,0.116601,30.65,Stress
-28.5,-11.375,56.25,S23,-36.460625,0.116601,30.65,Stress
-28.5,-12.0,56.0,S23,-8.274375,0.116601,30.65,Stress
-27.75,-11.0,57.0,S23,-9.31125,0.11532,30.65,Stress
-27.5,-11.375,56.625,S23,-8.748125,0.117882,30.65,Stress
-27.125,-11.0,56.75,S23,5.0575,0.117882,30.65,Stress
-27.75,-11.25,56.75,S23,-2.658125,0.117882,30.65,Stress
-27.875,-11.375,56.5,S23,10.36875,0.116601,30.65,Stress
-27.5,-11.125,56.75,S23,14.7,0.117882,30.61,Stress
-27.875,-11.25,56.625,S23,-16.75,0.116601,30.61,Stress
-26.625,-10.75,57.25,S23,-4.764375,0.116601,30.61,Stress
-27.0,-10.375,57.125,S23,-1.78,0.116601,30.61,Stress
