x,y,z,Person,bvp,eda,temp,Label
-33.375,-11.625,52.625,S31,29.88125,0.210126,32.79,Stress
-32.375,-10.5,53.625,S31,-26.323125,0.207563,32.79,Stress
-36.0,-8.875,52.5,S31,113.56,0.208844,32.79,Stress
-38.5,-9.5,49.0,S31,-53.61375,0.210126,32.79,Stress
-37.875,-7.75,51.0,S31,2.8,0.207563,32.79,Stress
-39.0,-6.5,50.375,S31,83.33,0.207563,32.79,Stress
-39.875,-5.75,49.5,S31,-14.815,0.207563,32.81,Stress
-40.625,-5.25,49.125,S31,19.8075,0.208844,32.81,Stress
-40.375,-5.25,49.25,S31,-8.53875,0.210126,32.81,Stress
-39.625,-5.5,49.625,S31,-23.145625,0.208844,32.81,Stress
-39.625,-6.0,49.875,S31,72.2875,0.208844,32.83,Stress
-39.5,-5.625,49.625,S31,89.549375,0.208844,32.83,Stress
-39.75,-5.25,50.0,S31,7.659375000000001,0.208844,32.83,Stress
-37.875,-6.5,51.375,S31,-61.58125,0.208844,32.83,Stress
-37.25,-7.875,50.875,S31,-106.860625,0.208844,32.79,Stress
-38.0,-8.0,50.625,S31,-113.790625,0.207563,32.79,Stress
-38.25,-7.75,50.375,S31,-49.758125,0.207563,32.79,Stress
-37.75,-8.125,50.75,S31,134.650625,0.208844,32.79,Stress
-38.125,-7.875,50.25,S31,-8.551875,0.207563,32.81,Stress
-38.25,-7.875,50.5,S31,-55.53125,0.208844,32.81,Stress
-38.375,-7.625,50.75,S31,-79.681875,0.207563,32.81,Stress
-38.375,-8.0,50.125,S31,11.431875000000002,0.207563,32.81,Stress
-38.375,-8.0,50.5,S31,38.1875,0.206282,32.81,Stress
-37.875,-8.0,50.5,S31,-17.916249999999998,0.207563,32.81,Stress
-37.75,-8.0,50.5,S31,11.00125,0.207563,32.81,Stress
-37.625,-8.0,50.75,S31,12.1825,0.207563,32.81,Stress
-37.625,-8.125,50.75,S31,-37.781875,0.207563,32.79,Stress
-37.625,-8.0,50.75,S31,3.89125,0.207563,32.79,Stress
-37.5,-8.125,51.0,S31,13.438125,0.208844,32.79,Stress
-37.375,-8.25,50.75,S31,-23.16625,0.207563,32.79,Stress
-37.625,-8.25,50.875,S31,23.668125,0.207563,32.79,Stress
-37.625,-8.25,51.0,S31,6.514375,0.207563,32.79,Stress
-37.875,-8.125,50.5,S31,-21.52,0.206282,32.79,Stress
-37.75,-8.25,51.0,S31,32.905625,0.208844,32.79,Stress
