x,y,z,Person,bvp,eda,temp,Label
-41.125,7.0,48.0,S04,0.796875,1.46767,34.09,Stress
-41.125,7.0,48.0,S04,-5.216875,1.463826,34.09,Stress
-41.0,7.0,48.0,S04,3.80375,1.466389,34.11,Stress
-41.25,7.0,48.0,S04,3.321875,1.458701,34.11,Stress
-41.0,7.0,48.0,S04,-4.008125,1.465108,34.11,Stress
-41.0,7.0,48.0,S04,1.614375,1.462545,34.11,Stress
-41.0,7.0,48.0,S04,1.910625,1.461264,34.13,Stress
-41.0,7.0,48.0,S04,-3.1275,1.454858,34.13,Stress
-41.0,7.0,48.0,S04,2.785625,1.456139,34.13,Stress
-41.0,7.0,48.0,S04,2.325,1.449733,34.13,Stress
-41.25,7.0,48.0,S04,-5.130625,1.44717,34.11,Stress
-41.25,7.0,48.125,S04,2.875625,1.444607,34.11,Stress
-41.5,6.875,48.125,S04,1.50375,1.445889,34.11,Stress
-41.125,7.0,48.0,S04,-5.881875,1.442045,34.11,Stress
-41.0,7.0,48.0,S04,3.809375,1.442045,34.11,Stress
-41.0,7.0,48.0,S04,3.598125,1.443326,34.11,Stress
-41.0,7.0,48.0,S04,-5.366875,1.43692,34.11,Stress
-41.0,7.0,48.0,S04,2.480625,1.434358,34.11,Stress
-41.0,7.0,48.0,S04,3.96,1.461064,34.09,Stress
-41.0,7.0,48.125,S04,-3.0375,1.463627,34.09,Stress
-41.0,7.0,48.0,S04,-2.775625,1.462346,34.09,Stress
-41.25,7.0,48.0,S04,3.36875,1.457221,34.09,Stress
-41.375,7.0,48.125,S04,1.58375,1.454658,34.11,Stress
-41.125,7.0,48.125,S04,-4.014375,1.452096,34.11,Stress
-41.125,7.0,48.0,S04,3.25,1.449533,34.11,Stress
-41.25,7.0,48.0,S04,2.175,1.448252,34.11,Stress
-41.5,7.0,48.25,S04,-2.626875,1.443127,34.13,Stress
-41.875,7.0,47.875,S04,4.275625,1.443127,34.13,Stress
-41.5,7.0,47.875,S04,2.998125,1.441846,34.13,Stress
-41.875,6.75,47.75,S04,-7.340625,1.439283,34.13,Stress
-41.625,7.0,48.0,S04,0.62875,1.441846,34.13,Stress
-41.75,7.0,48.0,S04,5.309375,1.439283,34.13,Stress
-41.875,7.0,47.875,S04,0.99125,1.441846,34.13,Stress
-42.0,7.0,47.75,S04,-16.6325,1.434158,34.13,Stress
-41.75,6.875,48.0,S04,-4.98625,1.430314,34.11,Stress
-41.875,7.0,47.75,S04,1.6281249999999998,1.430314,34.11,Stress
-41.75,7.125,47.875,S04,7.07125,1.429033,34.11,Stress
-42.0,7.0,47.875,S04,3.6,1.427752,34.11,Stress
-42.0,7.0,47.875,S04,0.4243749999999999,1.426471,34.11,Stress
-41.875,7.0,47.875,S04,-2.250625,1.425189,34.11,Stress
-41.75,7.0,48.0,S04,-1.7625,1.421346,34.11,Stress
-41.875,7.0,48.0,S04,-2.6525,1.420064,34.11,Stress
-41.75,7.0,48.0,S04,0.835,1.420064,34.11,Stress
-42.0,7.0,48.0,S04,4.583125,1.413658,34.11,Stress
-42.0,7.0,48.0,S04,2.893125,1.416221,34.11,Stress
-41.875,7.0,48.0,S04,0.006875,1.411096,34.11,Stress
-41.875,7.0,48.0,S04,3.279375,1.422627,34.11,Stress
-41.875,7.0,48.0,S04,-1.376875,1.411096,34.11,Stress
-42.0,7.0,48.0,S04,-5.801875,1.413658,34.11,Stress
-42.0,7.0,47.875,S04,3.161875,1.412377,34.11,Stress
-42.125,7.0,48.25,S04,0.701875,1.411096,34.15,Stress
-40.75,7.0,48.25,S04,-5.10875,1.418783,34.15,Stress
-41.75,7.0,47.75,S04,3.22,1.422627,34.15,Stress
-41.625,7.0,48.125,S04,0.685625,1.431596,34.15,Stress
-41.625,7.0,48.0,S04,-3.33,1.439283,34.13,Stress
-41.625,7.0,48.125,S04,9.493125,1.441846,34.13,Stress
-41.5,7.0,48.0,S04,5.306875,1.441846,34.13,Stress
-41.25,7.0,48.0,S04,-16.948125,1.444408,34.13,Stress
-41.375,7.0,48.0,S04,-4.73375,1.441846,34.13,Stress
-41.125,7.0,48.0,S04,3.68625,1.440564,34.13,Stress
-41.125,7.0,48.0,S04,-2.32375,1.439283,34.13,Stress
-41.0,7.0,48.0,S04,6.293125,1.435439,34.13,Stress
-41.0,7.0,48.0,S04,3.92375,1.430314,34.13,Stress
-41.0,7.0,48.0,S04,-1.825,1.427752,34.13,Stress
-41.0,7.0,48.0,S04,-1.56625,1.422627,34.13,Stress
-41.5,7.0,48.125,S04,5.425625,1.416221,34.13,Stress
-41.25,7.0,47.875,S04,2.37625,1.413658,34.13,Stress
-41.875,7.0,48.0,S04,-7.00625,1.408533,34.13,Stress
-41.875,7.0,48.0,S04,1.52125,1.412377,34.13,Stress
-42.0,7.0,48.0,S04,3.02625,1.405971,34.13,Stress
-42.0,7.0,48.0,S04,-3.333125,1.404689,34.13,Stress
-42.0,7.0,48.0,S04,-3.519375,1.399564,34.13,Stress
-41.875,7.0,48.0,S04,3.2525,1.394439,34.13,Stress
-42.0,7.0,48.0,S04,-0.0137499999999999,1.394439,34.13,Stress
-42.0,7.0,47.75,S04,-3.55875,1.393158,34.11,Stress
-41.875,7.0,47.875,S04,3.621875,1.388033,34.11,Stress
-42.0,7.0,48.0,S04,-0.2481249999999999,1.389314,34.11,Stress
-42.0,7.0,47.875,S04,-3.775625,1.386752,34.11,Stress
-41.875,7.0,47.625,S04,3.04375,1.382908,34.11,Stress
-41.375,7.0,48.0,S04,-0.2125,1.384189,34.11,Stress
-41.625,7.0,47.75,S04,-4.68625,1.385471,34.11,Stress
-41.625,7.0,47.875,S04,5.300625,1.385471,34.11,Stress
-41.875,7.0,48.0,S04,0.725,1.380345,34.13,Stress
-41.75,7.0,48.0,S04,-5.01,1.377783,34.13,Stress
-41.875,7.0,48.0,S04,8.111875,1.380345,34.13,Stress
-41.375,7.0,48.0,S04,4.55125,1.376502,34.13,Stress
-41.625,7.0,48.0,S04,-6.840625,1.376502,34.13,Stress
-41.375,7.0,48.0,S04,1.773125,1.371377,34.13,Stress
-41.625,7.0,48.0,S04,-0.06375,1.368814,34.13,Stress
-41.5,7.0,48.0,S04,-5.65625,1.366252,34.13,Stress
-41.5,7.0,48.0,S04,2.973125,1.367533,34.15,Stress
-41.375,7.0,48.0,S04,3.41625,1.36497,34.15,Stress
-41.75,7.0,47.75,S04,-3.655,1.361127,34.15,Stress
-41.25,7.0,48.125,S04,0.57,1.359845,34.15,Stress
-41.5,7.0,48.0,S04,0.244375,1.359845,34.13,Stress
-41.5,7.75,48.875,S04,-2.90375,1.358564,34.13,Stress
-37.5,2.125,48.625,S04,5.66375,1.35472,34.13,Stress
-44.5,5.875,46.625,S04,1.875,1.35472,34.13,Stress
-45.375,7.875,52.25,S04,-7.416875,1.353439,34.15,Stress
-42.625,7.375,47.75,S04,-7.44625,1.356002,34.15,Stress
-40.25,7.5,49.25,S04,8.765,1.352158,34.15,Stress
-39.0,6.875,50.375,S04,9.163125,1.349595,34.15,Stress
-39.0,6.75,50.0,S04,-8.271875,1.347033,34.15,Stress
-39.0,7.0,50.0,S04,-0.363125,1.357283,34.15,Stress
-39.0,7.0,50.0,S04,1.12875,1.361127,34.15,Stress
-39.0,7.0,50.0,S04,3.02375,1.372658,34.15,Stress
-39.0,7.0,50.0,S04,2.86875,1.359845,34.13,Stress
-39.0,7.0,50.0,S04,-4.0575,1.359845,34.13,Stress
-39.0,7.0,50.0,S04,-3.316875,1.359845,34.13,Stress
-39.0,7.0,50.125,S04,2.351875,1.357283,34.13,Stress
-39.0,7.0,50.25,S04,-3.723125,1.359845,34.13,Stress
-39.0,7.0,50.0,S04,0.5800000000000001,1.366252,34.13,Stress
-39.0,7.0,50.125,S04,2.735,1.381627,34.13,Stress
-39.0,7.0,50.125,S04,-4.078125,1.402127,34.13,Stress
-39.0,7.0,50.0,S04,2.23875,1.422627,34.15,Stress
-39.0,7.0,50.125,S04,2.79875,1.444408,34.15,Stress
-39.0,7.0,50.125,S04,-3.3375,1.452096,34.15,Stress
-38.875,7.0,50.125,S04,1.530625,1.471315,34.15,Stress
-39.0,7.125,50.25,S04,4.385,1.479002,34.15,Stress
-39.0,6.75,50.125,S04,-0.750625,1.487971,34.15,Stress
-38.875,6.75,50.375,S04,-3.325,1.481565,34.15,Stress
-39.0,7.0,50.125,S04,2.419375,1.472596,34.15,Stress
-39.375,7.0,49.75,S04,2.155,1.461064,34.16,Stress
-39.25,6.875,50.125,S04,-1.145625,1.45594,34.16,Stress
-38.125,6.625,49.625,S04,2.88,1.450814,34.16,Stress
-37.25,7.125,51.5,S04,-0.7575,1.443127,34.16,Stress
-37.75,6.875,51.0,S04,-5.029375,1.440564,34.16,Stress
-37.625,7.0,51.125,S04,10.424375,1.431596,34.16,Stress
-37.875,7.0,51.0,S04,4.4875,1.425189,34.16,Stress
-37.625,7.0,51.0,S04,-12.92875,1.417502,34.16,Stress
-37.75,7.0,51.0,S04,-3.429375,1.413658,34.16,Stress
-37.75,7.0,51.0,S04,-2.63125,1.412377,34.16,Stress
-37.75,7.0,51.0,S04,-2.260625,1.411096,34.16,Stress
-37.75,7.0,51.0,S04,3.17,1.407252,34.16,Stress
-37.375,7.0,51.0,S04,-1.844375,1.408533,34.15,Stress
-37.625,7.0,51.125,S04,-1.82875,1.402127,34.15,Stress
-37.75,7.0,51.0,S04,2.5125,1.400846,34.15,Stress
