x,y,z,Person,bvp,eda,temp,Label
13.0,41.0,46.125,S11,-5.034375,0.208844,27.83,Stress
13.0,41.0,46.25,S11,5.235,0.206282,27.83,Stress
13.125,41.0,46.25,S11,-3.199375,0.206282,27.83,Stress
13.0,41.0,46.5,S11,1.50625,0.206282,27.83,Stress
13.0,41.0,46.25,S11,5.1450000000000005,0.207563,27.83,Stress
13.25,40.75,46.375,S11,-1.964375,0.207563,27.83,Stress
13.0,41.0,46.75,S11,6.370625,0.206282,27.81,Stress
13.0,41.0,46.375,S11,-7.873125,0.205001,27.81,Stress
13.0,41.0,46.25,S11,4.289375000000001,0.206282,27.81,Stress
13.0,41.0,46.375,S11,0.6575,0.207563,27.81,Stress
13.0,41.0,46.5,S11,-3.926875,0.205001,27.79,Stress
13.0,41.0,46.0,S11,3.681875,0.206282,27.79,Stress
13.0,41.0,46.375,S11,-7.524375,0.205001,27.79,Stress
13.0,41.0,46.125,S11,8.6875,0.206282,27.79,Stress
13.0,41.0,46.25,S11,0.85,0.206282,27.81,Stress
13.0,41.0,46.25,S11,-2.3925,0.203719,27.81,Stress
13.0,41.0,46.5,S11,2.69625,0.203719,27.81,Stress
13.0,41.0,46.25,S11,-5.42,0.206282,27.81,Stress
13.0,41.0,46.5,S11,0.76625,0.205001,27.83,Stress
13.0,41.0,46.25,S11,0.6331249999999999,0.205001,27.83,Stress
10.25,44.25,49.5,S11,-1.60875,0.205001,27.83,Stress
-8.0,23.625,55.0,S11,6.235,0.202438,27.83,Stress
-19.25,19.125,57.125,S11,0.72375,0.202438,27.83,Stress
-15.25,16.25,56.625,S11,35.224375,0.201157,27.83,Stress
-13.75,13.875,61.375,S11,88.66437499999999,0.199876,27.83,Stress
-13.0,15.25,58.75,S11,-93.6075,0.199876,27.83,Stress
-9.625,17.125,60.375,S11,-13.038125,0.198594,27.85,Stress
-9.5,17.25,60.625,S11,-25.23,0.199876,27.85,Stress
-9.75,17.0,60.125,S11,-2.49875,0.198594,27.85,Stress
-9.375,17.875,60.25,S11,15.659375,0.199876,27.85,Stress
-11.25,21.375,57.5,S11,-49.479375,0.197313,27.81,Stress
-17.875,14.875,56.125,S11,4.188125,0.198594,27.81,Stress
-2.875,26.5,59.375,S11,-1.7762500000000003,0.201157,27.81,Stress
-3.375,32.625,54.625,S11,-38.856875,0.205001,27.81,Stress
-6.625,32.25,54.0,S11,0.0375,0.205001,27.83,Stress
-5.875,32.75,54.0,S11,-35.61125,0.205001,27.83,Stress
-5.625,33.0,53.875,S11,-27.74,0.206282,27.83,Stress
-5.625,33.0,54.0,S11,188.18125,0.203719,27.83,Stress
-5.0,33.0,54.0,S11,10.639375,0.206282,27.81,Stress
-5.0,33.0,54.0,S11,-18.9175,0.206282,27.81,Stress
-5.0,33.0,54.0,S11,-10.351875,0.203719,27.81,Stress
-8.75,29.5,58.0,S11,-10.7425,0.198594,27.81,Stress
-11.625,23.375,55.625,S11,0.3887499999999999,0.201157,27.83,Stress
-12.0,23.75,56.5,S11,-22.42,0.201157,27.83,Stress
-9.0,22.5,58.375,S11,8.85375,0.199876,27.83,Stress
-6.75,22.5,58.625,S11,31.82875,0.198594,27.83,Stress
-7.25,22.0,58.875,S11,29.965625,0.199876,27.85,Stress
-7.25,22.0,58.375,S11,-38.12625,0.198594,27.85,Stress
-7.75,22.0,58.375,S11,-61.59875,0.198594,27.85,Stress
-7.75,22.0,58.625,S11,2.040625,0.197313,27.85,Stress
-7.75,22.0,58.5,S11,13.580625,0.198594,27.83,Stress
-7.125,22.0,58.625,S11,-3.0737500000000004,0.197313,27.83,Stress
-5.875,22.0,59.0,S11,12.61625,0.198594,27.83,Stress
-5.625,22.0,59.0,S11,-21.591875,0.198594,27.83,Stress
-5.875,22.0,59.125,S11,0.4668749999999999,0.198594,27.83,Stress
-6.125,22.0,58.625,S11,-0.7499999999999998,0.199876,27.83,Stress
-6.25,22.0,58.625,S11,-13.72625,0.198594,27.83,Stress
-6.875,22.0,58.875,S11,16.51375,0.197313,27.83,Stress
-7.0,22.0,59.0,S11,-8.77625,0.197313,27.83,Stress
-6.875,22.0,59.0,S11,12.89875,0.199876,27.83,Stress
-7.0,22.0,59.0,S11,7.03,0.198594,27.83,Stress
-7.0,22.0,58.875,S11,-4.64375,0.197313,27.83,Stress
-7.0,22.0,58.875,S11,9.0325,0.197313,27.83,Stress
-7.0,22.0,58.875,S11,-12.755625,0.196032,27.83,Stress
-7.0,22.0,58.75,S11,4.66,0.198594,27.83,Stress
-7.0,22.0,59.0,S11,7.45,0.196032,27.83,Stress
-6.875,22.125,58.875,S11,-4.459375,0.196032,27.83,Stress
-6.625,22.375,58.5,S11,15.15125,0.196032,27.83,Stress
-7.125,22.125,58.375,S11,-13.270625,0.197313,27.83,Stress
-7.0,22.0,58.875,S11,4.526875,0.197313,27.83,Stress
-6.5,22.0,58.625,S11,-9.099375,0.198594,27.85,Stress
-6.0,22.0,58.875,S11,-0.0343749999999998,0.197313,27.85,Stress
-6.5,22.125,59.0,S11,16.961875,0.197313,27.85,Stress
-6.875,22.0,58.625,S11,-21.438125,0.197313,27.85,Stress
-7.625,21.375,59.0,S11,-3.508125,0.197313,27.83,Stress
-8.0,21.0,59.125,S11,-2.874375,0.197313,27.83,Stress
-8.0,21.0,59.0,S11,13.8,0.197313,27.83,Stress
-7.625,21.125,59.0,S11,17.14875,0.197313,27.83,Stress
-8.125,21.125,59.0,S11,4.269375,0.198594,27.85,Stress
-8.5,20.75,59.125,S11,10.033125,0.197313,27.85,Stress
-9.0,20.75,58.625,S11,-9.87,0.198594,27.85,Stress
-8.875,21.0,58.75,S11,1.643125,0.198594,27.85,Stress
-8.375,21.0,58.875,S11,2.493125,0.198594,27.85,Stress
-8.5,20.875,59.0,S11,3.76625,0.197313,27.85,Stress
-8.625,21.125,59.0,S11,8.433125,0.198594,27.85,Stress
-8.875,21.0,59.0,S11,-10.024375,0.199876,27.85,Stress
-8.75,20.875,58.875,S11,11.261875,0.201157,27.87,Stress
-9.0,21.125,58.625,S11,-13.328125,0.199876,27.87,Stress
-9.125,21.0,59.0,S11,4.088125,0.199876,27.87,Stress
-9.25,21.0,58.875,S11,-0.345625,0.198594,27.87,Stress
-9.125,21.0,59.0,S11,-3.66875,0.201157,27.85,Stress
-9.0,21.0,59.0,S11,2.610625,0.201157,27.85,Stress
-9.625,20.875,58.875,S11,-8.7125,0.202438,27.85,Stress
-8.875,20.875,58.875,S11,5.673125,0.202438,27.85,Stress
-7.75,22.5,58.125,S11,-7.86125,0.203719,27.87,Stress
-7.75,23.875,57.875,S11,1.919375,0.203719,27.87,Stress
-8.0,24.0,58.0,S11,-0.338125,0.205001,27.87,Stress
-8.25,23.875,57.875,S11,-4.000625,0.205001,27.87,Stress
-8.75,24.0,58.0,S11,-2.725625,0.206282,27.87,Stress
-9.0,23.75,58.0,S11,18.4575,0.207563,27.87,Stress
