x,y,z,Person,bvp,eda,temp,Label
-2.875,-8.375,63.0,S14,7.078125,0.313945,31.77,Stress
-3.5,-8.75,62.75,S14,-2.6925,0.316508,31.77,Stress
-3.625,-9.75,62.875,S14,12.220625,0.320352,31.79,Stress
-4.375,-8.625,63.25,S14,2.670625,0.324196,31.79,Stress
-4.0,-8.375,63.125,S14,-4.673125,0.325478,31.79,Stress
-4.875,-8.5,63.125,S14,10.87125,0.325478,31.79,Stress
-4.75,-8.5,63.0,S14,-3.39375,0.326759,31.77,Stress
-4.625,-7.875,63.25,S14,4.839375,0.326759,31.77,Stress
-4.75,-8.25,63.0,S14,10.20125,0.325478,31.77,Stress
-6.0,-7.75,62.75,S14,-16.569375,0.328041,31.77,Stress
-8.25,-7.875,62.75,S14,7.126875,0.326759,31.75,Stress
-8.5,-7.25,62.625,S14,-1.476875,0.329322,31.75,Stress
-8.875,-7.5,62.875,S14,3.755625,0.328041,31.75,Stress
-8.25,-8.375,62.625,S14,7.56,0.329322,31.75,Stress
-8.625,-8.25,62.5,S14,-15.62875,0.329322,31.77,Stress
-9.5,-7.75,62.75,S14,-4.773125,0.328041,31.77,Stress
-9.625,-7.625,62.75,S14,-14.295625,0.328041,31.77,Stress
-9.375,-8.0,62.625,S14,18.82875,0.326759,31.77,Stress
-9.125,-7.75,62.875,S14,24.64875,0.326759,31.77,Stress
-9.0,-8.125,62.875,S14,-13.3125,0.326759,31.77,Stress
-8.75,-8.0,62.875,S14,7.85375,0.325478,31.77,Stress
-9.0,-8.0,63.0,S14,-1.845625,0.325478,31.77,Stress
-9.0,-8.0,63.0,S14,-12.965625,0.328041,31.79,Stress
-8.625,-8.0,62.875,S14,11.525625,0.326759,31.79,Stress
-7.75,-7.875,63.0,S14,-18.30125,0.330603,31.79,Stress
-9.25,-7.875,62.875,S14,-1.85625,0.331885,31.79,Stress
-10.375,-8.0,62.5,S14,-1.19875,0.33701,31.77,Stress
-10.75,-8.0,62.625,S14,-7.64625,0.33701,31.77,Stress
-11.75,-7.75,62.125,S14,-1.70375,0.339573,31.77,Stress
-11.875,-7.625,62.125,S14,-4.790625,0.338292,31.77,Stress
-12.125,-7.625,62.125,S14,17.081875,0.338292,31.75,Stress
-11.625,-7.875,62.125,S14,-10.258125,0.339573,31.75,Stress
-11.875,-7.625,62.25,S14,-18.3625,0.339573,31.75,Stress
-12.0,-7.625,62.375,S14,-28.899375,0.33701,31.75,Stress
-12.625,-7.625,62.0,S14,-37.17375,0.338292,31.77,Stress
-12.5,-7.5,62.0,S14,38.25375,0.33701,31.77,Stress
-12.75,-7.5,62.0,S14,30.579375,0.338292,31.77,Stress
-13.0,-7.5,62.0,S14,13.57375,0.340855,31.77,Stress
-12.875,-7.25,62.0,S14,8.024375,0.339573,31.75,Stress
-13.0,-7.625,62.0,S14,-10.478125,0.343417,31.75,Stress
-13.0,-7.5,62.0,S14,-2.106875,0.344699,31.75,Stress
-12.875,-7.375,62.25,S14,0.43125,0.34598,31.75,Stress
-12.75,-7.625,62.0,S14,-7.388125,0.347262,31.75,Stress
-12.625,-7.25,62.0,S14,1.373125,0.34598,31.75,Stress
-12.625,-7.875,62.0,S14,-2.33875,0.34598,31.75,Stress
-13.0,-7.375,62.0,S14,3.13375,0.344699,31.75,Stress
-12.75,-7.5,62.0,S14,5.4175,0.343417,31.75,Stress
-13.0,-7.75,62.0,S14,-3.7125,0.340855,31.75,Stress
-13.0,-7.75,62.0,S14,10.046875,0.342136,31.75,Stress
-13.0,-7.375,62.0,S14,-1.83375,0.339573,31.75,Stress
-13.0,-7.5,62.0,S14,-8.489375,0.340855,31.75,Stress
-13.25,-7.25,62.125,S14,4.160625,0.339573,31.75,Stress
-12.75,-7.375,62.125,S14,-4.021875,0.338292,31.75,Stress
-13.0,-7.375,62.0,S14,-5.434375,0.339573,31.75,Stress
-12.625,-7.5,62.375,S14,10.64375,0.339573,31.77,Stress
-13.125,-7.375,62.125,S14,4.408125,0.339573,31.77,Stress
-13.0,-7.5,62.0,S14,-12.170625,0.338292,31.77,Stress
-13.25,-7.25,62.125,S14,3.293125,0.338292,31.77,Stress
-13.125,-7.0,62.125,S14,4.743125,0.338292,31.75,Stress
-13.375,-7.5,62.0,S14,-1.426875,0.33701,31.75,Stress
-13.375,-7.25,62.25,S14,-2.243125,0.33701,31.75,Stress
-13.75,-7.5,62.0,S14,-1.944375,0.33701,31.75,Stress
-13.0,-7.375,62.25,S14,-11.065625,0.335729,31.77,Stress
-13.375,-7.25,62.0,S14,10.473125,0.335729,31.77,Stress
-12.5,-7.0,62.25,S14,-13.479375,0.334448,31.77,Stress
-13.125,-7.375,62.25,S14,7.97875,0.335729,31.77,Stress
-14.125,-7.5,61.75,S14,-3.1125,0.334448,31.77,Stress
-18.875,-7.0,60.75,S14,-2.22625,0.33701,31.77,Stress
-20.875,-6.875,60.5,S14,4.8125,0.33701,31.77,Stress
-23.5,-6.375,59.125,S14,-15.020625,0.335729,31.77,Stress
-12.75,-7.375,61.5,S14,32.90625,0.335729,31.79,Stress
2.5,-7.375,63.375,S14,63.724375,0.334448,31.79,Stress
-0.375,-6.25,63.375,S14,-28.306875,0.334448,31.79,Stress
-0.875,-6.125,63.375,S14,-5.940625,0.334448,31.79,Stress
-0.375,-6.125,63.125,S14,29.50125,0.33701,31.79,Stress
-0.25,-6.0,63.125,S14,13.105,0.335729,31.79,Stress
0.125,-5.5,63.5,S14,-133.1625,0.338292,31.79,Stress
-2.875,-7.875,62.875,S14,-114.12875,0.339573,31.79,Stress
-3.5,-6.75,63.375,S14,65.61125,0.343417,31.75,Stress
-4.0,-6.5,63.25,S14,89.13062500000001,0.351106,31.75,Stress
-4.125,-6.5,63.25,S14,39.949375,0.35495,31.75,Stress
-4.25,-6.0,63.25,S14,-5.245625,0.360076,31.75,Stress
-4.375,-6.0,63.125,S14,-23.8875,0.365201,31.77,Stress
-4.375,-5.875,63.0,S14,25.153125,0.369046,31.77,Stress
-4.125,-5.625,63.0,S14,61.69875,0.370327,31.77,Stress
-3.875,-5.375,63.25,S14,-60.380625,0.370327,31.77,Stress
-4.375,-5.375,63.375,S14,-91.735,0.371608,31.75,Stress
-4.5,-4.375,63.5,S14,5.382499999999999,0.369046,31.75,Stress
-3.375,-4.625,63.25,S14,22.403125,0.366483,31.75,Stress
-3.125,-4.625,63.75,S14,7.32,0.361357,31.75,Stress
-3.0,-4.625,63.375,S14,-0.254375,0.360076,31.75,Stress
-2.875,-4.375,63.375,S14,17.930625,0.357513,31.75,Stress
-2.625,-4.75,63.5,S14,3.43625,0.356232,31.75,Stress
-2.875,-5.0,63.25,S14,-6.79125,0.356232,31.75,Stress
-3.0,-5.0,63.25,S14,2.8931250000000004,0.357513,31.75,Stress
-3.0,-5.0,63.75,S14,28.42625,0.356232,31.75,Stress
-2.875,-4.625,63.5,S14,9.7725,0.35495,31.75,Stress
-2.625,-5.0,63.5,S14,-8.83,0.35495,31.75,Stress
-3.0,-5.0,63.375,S14,2.643125,0.356232,31.75,Stress
-3.0,-5.0,63.875,S14,-11.123125,0.360076,31.75,Stress
-1.875,-4.875,63.375,S14,-9.1,0.357513,31.75,Stress
-2.375,-4.75,63.5,S14,3.038125,0.360076,31.75,Stress
-2.875,-5.0,63.75,S14,5.035625,0.360076,31.73,Stress
-2.25,-5.0,63.625,S14,-9.148125,0.358794,31.73,Stress
-2.375,-5.0,63.375,S14,11.080625,0.357513,31.73,Stress
-2.875,-5.0,63.5,S14,-5.793125,0.35495,31.73,Stress
-3.0,-5.0,63.375,S14,-12.29875,0.356232,31.75,Stress
-3.0,-5.0,63.375,S14,15.636875,0.356232,31.75,Stress
-3.0,-5.0,63.375,S14,6.68,0.357513,31.75,Stress
-3.0,-5.0,63.5,S14,-25.9475,0.35495,31.75,Stress
-3.0,-5.0,63.375,S14,6.38,0.353669,31.73,Stress
-3.0,-5.375,63.375,S14,11.115,0.35495,31.73,Stress
-3.0,-6.0,63.25,S14,-3.169375,0.35495,31.73,Stress
-2.75,-6.0,63.375,S14,-11.490625,0.353669,31.73,Stress
-2.875,-5.625,63.25,S14,7.24625,0.352387,31.75,Stress
-3.125,-5.0,63.375,S14,-3.423125,0.352387,31.75,Stress
-3.0,-5.125,63.25,S14,-3.2262500000000003,0.352387,31.75,Stress
-2.875,-5.375,63.375,S14,13.171875,0.353669,31.75,Stress
-2.875,-5.5,63.25,S14,13.07,0.352387,31.75,Stress
-2.875,-5.0,63.0,S14,3.229375,0.35495,31.75,Stress
-3.0,-5.0,63.25,S14,-5.380625,0.35495,31.75,Stress
-3.0,-5.375,63.375,S14,-19.586875,0.35495,31.75,Stress
-3.0,-5.0,63.375,S14,-17.1675,0.356232,31.75,Stress
-2.875,-5.25,63.375,S14,9.121875,0.357513,31.75,Stress
-2.875,-5.125,63.5,S14,-3.838125,0.357513,31.75,Stress
-2.875,-5.375,63.125,S14,-0.2437500000000001,0.358794,31.75,Stress
-3.0,-5.0,63.375,S14,9.24125,0.357513,31.73,Stress
-3.0,-5.125,63.5,S14,-11.255625,0.360076,31.73,Stress
-2.875,-5.125,63.375,S14,0.9325,0.361357,31.73,Stress
-3.75,-5.875,63.625,S14,5.334375,0.360076,31.73,Stress
-4.25,-5.75,63.375,S14,-6.45625,0.358794,31.75,Stress
-3.875,-5.75,63.25,S14,6.000625,0.358794,31.75,Stress
-3.875,-5.125,63.375,S14,12.186875,0.358794,31.75,Stress
-3.375,-5.0,63.25,S14,-11.246875,0.358794,31.75,Stress
-3.125,-5.0,63.5,S14,5.25,0.360076,31.71,Stress
-3.5,-5.0,63.375,S14,6.855,0.361357,31.71,Stress
-3.25,-5.25,63.75,S14,4.309375,0.357513,31.71,Stress
-3.75,-6.375,63.375,S14,-7.4575,0.357513,31.71,Stress
-10.5,-8.75,62.0,S14,2.775625,0.358794,31.73,Stress
-17.5,-7.0,61.25,S14,-25.265,0.358794,31.73,Stress
-20.875,-6.875,60.375,S14,0.1875,0.361357,31.73,Stress
-23.375,-7.0,59.25,S14,11.44,0.360076,31.73,Stress
-22.875,-6.75,59.5,S14,-0.23625,0.362639,31.73,Stress
-21.5,-6.125,60.5,S14,-3.824375,0.362639,31.73,Stress
-19.5,-6.5,60.75,S14,1.91,0.36392,31.73,Stress
-15.5,-6.125,61.75,S14,31.560625,0.362639,31.73,Stress
-15.0,-6.125,62.125,S14,42.22875,0.366483,31.73,Stress
-9.25,-6.375,62.75,S14,-20.40375,0.366483,31.73,Stress
-4.0,-5.25,63.25,S14,-6.60625,0.367764,31.73,Stress
-4.0,-5.0,63.375,S14,-0.9400000000000004,0.369046,31.73,Stress
-4.0,-5.0,63.625,S14,11.9575,0.370327,31.73,Stress
