x,y,z,Person,bvp,eda,temp,Label
-17.875,-18.125,58.125,S28,0.68625,0.11532,26.83,Stress
-17.75,-18.0,58.125,S28,-1.415,0.11532,26.83,Stress
-18.0,-18.0,58.125,S28,1.123125,0.11532,26.83,Stress
-18.375,-18.0,58.125,S28,4.74375,0.11532,26.83,Stress
-18.25,-18.0,58.0,S28,6.050625,0.11532,26.83,Stress
-19.0,-18.25,58.0,S28,7.1925,0.116601,26.83,Stress
-19.0,-18.25,58.125,S28,4.50375,0.11532,26.87,Stress
-19.0,-18.0,58.25,S28,1.498125,0.11532,26.87,Stress
-18.875,-17.0,58.25,S28,3.391875,0.11532,26.87,Stress
-18.75,-17.0,58.5,S28,0.06625,0.11532,26.87,Stress
-19.0,-16.25,58.25,S28,0.913125,0.11532,26.87,Stress
-18.875,-15.375,58.375,S28,0.668125,0.114038,26.87,Stress
-19.25,-16.25,58.5,S28,-0.6593749999999999,0.116601,26.87,Stress
-19.25,-16.875,58.125,S28,-0.474375,0.114038,26.87,Stress
-22.375,-23.5,58.0,S28,-1.546875,0.11532,26.87,Stress
-22.0,-12.75,57.125,S28,-0.26375,0.114038,26.87,Stress
-25.75,-25.5,56.0,S28,-0.00375,0.114038,26.87,Stress
-11.875,-11.5,55.75,S28,-0.220625,0.11532,26.87,Stress
-13.875,-8.875,64.5,S28,-1.419375,0.114038,26.91,Stress
-12.5,-9.375,61.375,S28,-81.41,0.116601,26.91,Stress
-11.75,-9.875,61.875,S28,39.939375,0.116601,26.91,Stress
-11.75,-10.25,62.0,S28,17.881875,0.11532,26.91,Stress
-12.125,-10.25,61.75,S28,-7.2175,0.116601,26.91,Stress
-12.0,-9.875,61.875,S28,24.256875,0.116601,26.91,Stress
-11.75,-9.5,61.875,S28,33.946875,0.114038,26.91,Stress
-11.875,-9.375,61.875,S28,22.1025,0.116601,26.91,Stress
-12.125,-9.5,61.875,S28,2.6475,0.11532,26.93,Stress
-12.125,-9.75,61.875,S28,-10.066875,0.116601,26.93,Stress
-12.625,-9.75,61.625,S28,-12.0025,0.116601,26.93,Stress
-13.0,-10.125,61.25,S28,-6.188125,0.11532,26.93,Stress
-13.0,-10.625,61.0,S28,-3.52125,0.114038,26.95,Stress
-13.0,-10.875,61.0,S28,-6.514375,0.116601,26.95,Stress
-13.0,-10.875,61.0,S28,-3.085625,0.116601,26.95,Stress
-13.25,-10.875,61.0,S28,10.541875,0.11532,26.95,Stress
-13.75,-11.0,61.0,S28,0.1949999999999999,0.11532,26.97,Stress
-13.75,-11.0,61.0,S28,-8.72625,0.114038,26.97,Stress
-13.875,-10.375,61.0,S28,-9.251875,0.116601,26.97,Stress
-14.0,-10.0,61.0,S28,-2.335625,0.11532,26.97,Stress
-14.0,-10.0,61.0,S28,0.693125,0.11532,26.97,Stress
-14.125,-10.375,61.0,S28,-3.331875,0.11532,26.97,Stress
-13.625,-10.0,61.125,S28,-5.4375,0.114038,26.97,Stress
-14.0,-9.75,61.125,S28,-3.655,0.112757,26.97,Stress
-14.0,-10.0,61.0,S28,1.04,0.11532,26.97,Stress
-14.125,-10.0,61.0,S28,-2.4825,0.114038,26.97,Stress
-14.25,-10.125,61.0,S28,-4.12875,0.11532,26.97,Stress
-14.25,-10.0,61.0,S28,0.3718749999999999,0.116601,26.97,Stress
-14.25,-10.0,61.0,S28,0.848125,0.11532,26.99,Stress
-14.125,-10.0,61.0,S28,2.034375,0.114038,26.99,Stress
-14.125,-10.0,61.0,S28,-1.983125,0.11532,26.99,Stress
-14.25,-10.0,61.0,S28,-3.130625,0.11532,26.99,Stress
-14.25,-10.0,61.0,S28,0.984375,0.114038,27.01,Stress
-14.5,-10.125,61.0,S28,0.206875,0.11532,27.01,Stress
-14.75,-10.375,61.0,S28,-0.890625,0.11532,27.01,Stress
-14.625,-10.25,61.0,S28,1.76125,0.116601,27.01,Stress
-14.25,-10.125,61.0,S28,0.313125,0.114038,27.01,Stress
-14.625,-10.25,61.0,S28,0.2206249999999999,0.11532,27.01,Stress
-14.625,-10.625,61.0,S28,1.365625,0.11532,27.01,Stress
-15.0,-10.25,61.0,S28,-2.584375,0.114038,27.01,Stress
-15.0,-10.0,61.0,S28,0.529375,0.114038,27.03,Stress
-15.0,-10.0,61.0,S28,2.156875,0.114038,27.03,Stress
-15.0,-10.0,61.0,S28,-0.3431249999999999,0.11532,27.03,Stress
-15.0,-10.0,61.0,S28,3.110625,0.114038,27.03,Stress
-15.375,-10.0,60.875,S28,0.869375,0.11532,27.03,Stress
-15.125,-10.125,61.0,S28,-0.59375,0.116601,27.03,Stress
