x,y,z,Person,bvp,eda,temp,Label
-16.125,-7.0,61.0,S20,-1.079375,1.653352,32.43,Stress
-16.375,-7.0,61.0,S20,-1.5125,1.623881,32.43,Stress
-16.625,-7.0,61.125,S20,4.563125,1.599536,32.43,Stress
-16.0,-7.0,61.0,S20,-13.033125,1.575191,32.43,Stress
-16.125,-7.0,61.0,S20,7.9775,1.561096,32.43,Stress
-16.25,-7.0,61.0,S20,1.6231250000000002,1.547002,32.43,Stress
-16.125,-7.0,61.0,S20,-19.485,1.536751,32.43,Stress
-16.0,-7.0,61.0,S20,7.198125,1.529063,32.43,Stress
-16.0,-7.0,61.0,S20,-2.348125,1.514968,32.43,Stress
-15.875,-7.375,61.25,S20,0.0043750000000002,1.511124,32.43,Stress
-16.25,-7.0,61.0,S20,15.96875,1.495748,32.45,Stress
-16.375,-7.0,61.0,S20,-12.935625,1.486779,32.45,Stress
-16.125,-7.0,61.0,S20,4.740625,1.480372,32.45,Stress
-16.0,-7.0,61.0,S20,9.944375,1.481654,32.45,Stress
-16.0,-7.0,61.0,S20,-17.930625,1.480372,32.45,Stress
-16.125,-7.0,61.125,S20,9.835625,1.475247,32.45,Stress
-16.125,-7.125,61.125,S20,4.518750000000001,1.476528,32.45,Stress
-15.375,-7.125,61.375,S20,-22.031875,1.462434,32.45,Stress
-15.375,-7.125,61.375,S20,7.063125,1.453465,32.45,Stress
-15.25,-7.25,61.25,S20,4.52625,1.441933,32.45,Stress
-14.875,-7.0,61.5,S20,-7.230625,1.431682,32.45,Stress
-14.625,-7.25,61.375,S20,14.7,1.418869,32.45,Stress
-14.875,-7.0,61.625,S20,-10.22625,1.408618,32.45,Stress
-14.5,-7.0,61.5,S20,-0.4525000000000003,1.398367,32.45,Stress
-15.25,-7.0,61.25,S20,4.29125,1.391961,32.45,Stress
-15.375,-7.25,61.375,S20,-15.28625,1.394523,32.45,Stress
-16.125,-7.25,61.0,S20,-1.569375,1.386835,32.47,Stress
-15.5,-7.25,61.5,S20,1.484375,1.380429,32.47,Stress
-15.125,-7.25,61.125,S20,-12.359375,1.379147,32.47,Stress
-15.875,-7.625,61.125,S20,14.5,1.379147,32.47,Stress
-15.5,-6.625,61.25,S20,0.9625,1.406055,32.45,Stress
-15.625,-7.625,61.5,S20,4.9037500000000005,1.461152,32.45,Stress
-16.625,-7.375,61.125,S20,11.95875,1.531626,32.45,Stress
-15.125,-7.375,61.0,S20,-16.206875,1.625163,32.45,Stress
-15.5,-7.125,61.375,S20,10.091875,1.632851,32.45,Stress
-15.75,-7.0,61.5,S20,6.006875,1.646945,32.45,Stress
-16.0,-7.0,61.0,S20,3.474375,1.653352,32.45,Stress
-15.625,-7.0,61.25,S20,-7.408125,1.645664,32.45,Stress
-16.0,-7.0,61.125,S20,21.96875,1.627725,32.43,Stress
-15.875,-7.0,61.0,S20,119.44375,1.598255,32.43,Stress
-15.875,-7.0,61.125,S20,-69.319375,1.576472,32.43,Stress
-16.25,-6.75,61.0,S20,-55.938125,1.541876,32.43,Stress
-16.25,-7.125,61.375,S20,-31.536875,1.534188,32.43,Stress
-15.75,-7.125,61.625,S20,-4.540625,1.490623,32.43,Stress
-15.625,-6.75,61.375,S20,0.783125,1.467559,32.43,Stress
-15.0,-7.125,61.25,S20,-16.765625,1.457309,32.43,Stress
-14.75,-7.0,61.375,S20,17.348125,1.445776,32.45,Stress
-14.625,-7.125,61.5,S20,35.245625000000004,1.438089,32.45,Stress
-15.0,-7.125,61.375,S20,-2.036875,1.431682,32.45,Stress
-15.25,-7.125,61.125,S20,0.94125,1.425275,32.45,Stress
-15.0,-7.25,61.5,S20,-54.99125,1.41118,32.43,Stress
-15.0,-7.375,61.25,S20,1.3537499999999996,1.404774,32.43,Stress
-15.125,-7.0,61.0,S20,6.694375,1.393242,32.43,Stress
-15.0,-7.0,61.5,S20,-20.600625,1.389398,32.43,Stress
-15.375,-7.125,61.125,S20,18.361875,1.379147,32.45,Stress
-15.25,-7.0,61.25,S20,17.798125,1.375303,32.45,Stress
-15.0,-7.0,61.25,S20,-15.841875,1.368897,32.45,Stress
-15.25,-7.125,61.375,S20,27.87375,1.358646,32.45,Stress
-15.0,-7.125,61.5,S20,5.009375,1.359927,32.45,Stress
-15.125,-7.0,61.0,S20,-15.78375,1.359927,32.45,Stress
-15.0,-7.0,61.0,S20,27.6525,1.358646,32.45,Stress
-15.0,-7.0,61.375,S20,-4.93625,1.354802,32.45,Stress
-15.125,-7.0,61.125,S20,-20.893125,1.353521,32.43,Stress
-15.125,-7.0,61.125,S20,24.288125,1.356083,32.43,Stress
-15.0,-7.0,61.25,S20,-2.3149999999999995,1.36249,32.43,Stress
-15.625,-7.0,61.375,S20,-21.630625,1.367615,32.43,Stress
-14.625,-7.125,62.25,S20,23.16375,1.409899,32.45,Stress
-15.5,-7.5,61.25,S20,1.78375,1.385554,32.45,Stress
-15.375,-7.875,61.25,S20,-6.055625,1.374022,32.45,Stress
-15.0,-7.625,61.125,S20,15.096875,1.367615,32.45,Stress
-15.125,-7.875,61.0,S20,-9.283125,1.36249,32.43,Stress
-15.25,-7.625,61.25,S20,6.938124999999999,1.354802,32.43,Stress
-15.375,-7.375,61.375,S20,30.435,1.349677,32.43,Stress
-15.25,-7.625,61.125,S20,12.2825,1.339426,32.43,Stress
-15.25,-7.5,61.0,S20,-36.351875,1.333019,32.43,Stress
-15.25,-7.375,61.0,S20,0.141875,1.326613,32.43,Stress
-15.125,-7.75,61.125,S20,-9.963125,1.320206,32.43,Stress
-15.125,-7.75,61.125,S20,-26.219375000000003,1.315081,32.43,Stress
-15.125,-7.625,61.25,S20,13.390625,1.311237,32.45,Stress
-15.125,-7.75,61.25,S20,2.785,1.309955,32.45,Stress
-15.5,-7.375,61.625,S20,-15.603125,1.309955,32.45,Stress
-15.125,-7.0,61.125,S20,14.079375,1.329175,32.45,Stress
-15.25,-7.375,61.375,S20,8.9875,1.320206,32.43,Stress
-15.125,-7.625,61.25,S20,-9.348125,1.309955,32.43,Stress
-15.0,-7.375,61.25,S20,13.21,1.308674,32.43,Stress
-15.125,-7.5,61.0,S20,-6.4350000000000005,1.306111,32.43,Stress
-15.25,-7.5,61.125,S20,-10.670625,1.30483,32.45,Stress
-15.125,-7.375,61.25,S20,69.48875,1.302267,32.45,Stress
-15.0,-8.0,61.25,S20,-23.439375,1.303549,32.45,Stress
-15.5,-7.625,61.75,S20,-48.615,1.299705,32.45,Stress
-16.75,-8.125,59.625,S20,6.82,1.321487,32.45,Stress
-14.875,-7.375,61.5,S20,-7.340625,1.288173,32.45,Stress
-15.0,-7.75,61.25,S20,-16.20125,1.280485,32.45,Stress
-15.25,-7.75,61.375,S20,17.94625,1.284329,32.45,Stress
-14.875,-7.375,61.375,S20,-1.269375,1.279203,32.45,Stress
-15.375,-7.625,61.125,S20,57.30625,1.27536,32.45,Stress
-15.0,-7.75,61.125,S20,-15.149375,1.268953,32.45,Stress
-14.875,-7.5,61.125,S20,-14.19875,1.26639,32.45,Stress
-15.0,-7.5,61.375,S20,-31.980625,1.261265,32.45,Stress
-14.875,-7.5,61.375,S20,10.751875,1.25614,32.45,Stress
-15.0,-7.875,61.375,S20,-1.96125,1.252295,32.45,Stress
-15.125,-7.75,61.375,S20,-22.0,1.253577,32.45,Stress
-15.0,-7.375,61.625,S20,12.718125,1.254858,32.43,Stress
-15.0,-7.625,61.125,S20,-3.29625,1.252295,32.43,Stress
-15.0,-7.625,61.125,S20,-8.958124999999999,1.254858,32.43,Stress
-15.5,-7.0,60.875,S20,23.966875,1.286891,32.43,Stress
-15.75,-7.125,61.375,S20,4.05625,1.258702,32.43,Stress
-15.125,-7.0,61.625,S20,-19.241875,1.245889,32.43,Stress
-14.875,-7.625,61.5,S20,13.1675,1.249733,32.43,Stress
-14.625,-7.25,61.25,S20,-0.8731249999999999,1.240764,32.43,Stress
-15.0,-7.5,61.25,S20,-9.5375,1.238201,32.45,Stress
-15.125,-7.75,61.25,S20,59.7875,1.242045,32.45,Stress
-15.25,-7.5,61.125,S20,-16.906875,1.235638,32.45,Stress
-15.0,-7.5,61.25,S20,-42.826875,1.239482,32.45,Stress
-15.75,-7.25,61.25,S20,3.805625,1.251014,32.45,Stress
-15.5,-7.125,61.5,S20,-1.043125,1.233075,32.45,Stress
-15.125,-7.0,61.0,S20,-10.065,1.229232,32.45,Stress
-15.125,-7.0,61.125,S20,18.2575,1.224106,32.45,Stress
-15.125,-7.375,61.125,S20,3.99375,1.225388,32.43,Stress
-15.375,-7.0,61.25,S20,21.231875,1.221544,32.43,Stress
-15.0,-7.0,61.25,S20,1.7381249999999993,1.230513,32.43,Stress
-15.125,-7.0,61.25,S20,-9.116875,1.225388,32.43,Stress
-15.25,-7.125,61.125,S20,-37.285625,1.230513,32.43,Stress
-14.875,-7.375,61.5,S20,10.901875,1.225388,32.43,Stress
-14.875,-7.0,61.375,S20,-6.68,1.226669,32.43,Stress
-15.0,-7.375,61.0,S20,-7.078125,1.225388,32.43,Stress
-14.75,-7.25,61.5,S20,11.273125,1.226669,32.45,Stress
-15.0,-7.25,61.375,S20,-9.495625,1.225388,32.45,Stress
-15.0,-7.25,61.375,S20,-3.35875,1.229232,32.45,Stress
-15.625,-7.75,61.125,S20,10.14375,1.239482,32.45,Stress
-15.625,-7.25,61.125,S20,-4.82875,1.242045,32.45,Stress
-15.25,-7.25,61.25,S20,11.223125,1.229232,32.45,Stress
-15.0,-7.25,61.0,S20,2.149375,1.22795,32.45,Stress
-15.125,-7.625,61.25,S20,-11.78375,1.224106,32.45,Stress
-15.125,-7.625,61.25,S20,20.4975,1.225388,32.45,Stress
-14.75,-7.25,61.375,S20,42.801875,1.225388,32.45,Stress
-14.875,-7.375,61.125,S20,-25.801875,1.225388,32.45,Stress
-15.375,-7.375,61.375,S20,-15.10875,1.253577,32.45,Stress
-15.625,-7.25,61.5,S20,-19.921875,1.230513,32.45,Stress
-15.375,-7.375,61.375,S20,-12.100625,1.224106,32.45,Stress
-15.25,-7.5,61.25,S20,22.853125,1.218981,32.45,Stress
-15.25,-7.125,61.25,S20,-13.420625,1.226669,32.45,Stress
-15.125,-7.125,61.125,S20,11.48375,1.24717,32.45,Stress
-15.0,-7.375,61.125,S20,33.9275,1.292017,32.45,Stress
-15.0,-7.625,61.0,S20,-25.019375,1.339426,32.45,Stress
-15.25,-7.125,60.75,S20,-14.1625,1.416306,32.45,Stress
-15.375,-7.5,61.5,S20,2.97875,1.4304,32.47,Stress
-15.25,-7.5,61.25,S20,-19.49125,1.453465,32.47,Stress
-15.0,-7.75,61.75,S20,10.363125,1.47781,32.47,Stress
-15.125,-7.625,61.25,S20,5.1225,1.484216,32.47,Stress
-15.375,-7.75,61.125,S20,-9.359375,1.484216,32.43,Stress
-15.125,-7.25,61.25,S20,40.28375,1.463715,32.43,Stress
-15.0,-7.375,61.375,S20,-5.758125,1.440651,32.43,Stress
-15.25,-7.5,61.25,S20,-35.656875,1.425275,32.43,Stress
-15.25,-7.875,61.25,S20,12.775625,1.402211,32.45,Stress
-15.0,-7.625,61.25,S20,-8.828125,1.384273,32.45,Stress
-15.25,-7.25,61.0,S20,-7.24,1.371459,32.45,Stress
-15.0,-7.5,61.0,S20,14.393125,1.361209,32.45,Stress
-15.125,-7.5,61.125,S20,-7.673125000000001,1.356083,32.45,Stress
-15.0,-7.625,61.125,S20,-1.1543749999999997,1.353521,32.45,Stress
-14.75,-7.0,61.625,S20,19.355625,1.38171,32.45,Stress
-15.5,-7.625,61.5,S20,-10.97375,1.348395,32.45,Stress
-14.875,-7.625,61.25,S20,1.934375,1.350958,32.45,Stress
-15.125,-7.625,61.25,S20,16.130625,1.340707,32.45,Stress
-15.375,-7.625,61.0,S20,-10.55875,1.335582,32.45,Stress
-15.5,-7.625,61.125,S20,16.37125,1.327894,32.45,Stress
-15.125,-7.625,61.125,S20,27.2775,1.317643,32.45,Stress
-15.125,-7.875,61.125,S20,-21.635625,1.307393,32.45,Stress
-16.625,-7.875,60.5,S20,-7.800000000000001,1.335582,32.45,Stress
-15.125,-7.5,61.25,S20,0.538125,1.297142,32.45,Stress
-15.25,-7.625,61.25,S20,-27.401875,1.283047,32.45,Stress
-15.125,-7.75,61.25,S20,15.475,1.280485,32.45,Stress
-15.0,-7.625,61.125,S20,13.63625,1.279203,32.45,Stress
-15.125,-7.625,61.125,S20,20.4,1.279203,32.45,Stress
-15.0,-8.0,61.125,S20,-2.14125,1.279203,32.45,Stress
